1,V,Bs,n,Pdyn,Dst_star,V^2,Bs^2,n^2,V*Bs,n*V,n*Bs,Pdyn*Bs,n*V*Bs,sin(θ_c/2),sin²(θ_c/2),sin⁴(θ_c/2),sin^(8/3)(θ_c/2),V*sin²(θ_c/2),Newell_d_Φ
0.0,0.0,-0.7050849956903035,0.0,-0.8866735146786484,-0.05352490329269123,0.0,0.0,0.0,0.0,0.0005422619262245692,0.06783246908874048,0.11005324452084911,-0.00027398115188658834,6.409393661073952,-37.36734954061322,-9.552971200374323,41.24675873540557,0.0,0.0
0.0,0.0,-0.742768846361929,0.0,-0.8813739272118463,-0.05380488270562348,0.0,0.0,0.0,0.0,0.0005351610617457619,0.06673769305038149,0.0990347367578361,-0.00026256447589603364,6.472480462664825,-36.53551915416039,-8.424744615984224,39.428697051295536,0.0,0.0
0.0,0.0,-0.7193364085771768,0.0,-0.8615613269653236,-0.05226034856304347,0.0,0.0,0.0,0.0,0.0005244522235146054,0.0711710955890768,0.11145227213481605,-0.00028558138560688787,6.639505842675462,-37.08184042358605,-8.773941939848111,40.12563411930509,0.0,0.0
0.0,0.0,-0.7177364000216767,0.0,-0.8644472707037226,-0.0520049413017682,0.0,0.0,0.0,0.0,0.0005211683508138627,0.06079111711443731,0.09377381182065211,-0.00024317263208506847,7.126578199076801,-38.80756838903229,-9.137006846295447,41.66598777556327,0.0,0.0
0.0,0.0,-0.7408023199043933,0.0,-0.9167349950353729,-0.05298734571138519,0.0,0.0,0.0,0.0,0.0005626503828788514,0.06260375814294544,0.09879211362306409,-0.00025223096996364016,7.218793150162438,-41.033442020238674,-10.071793382024355,44.83052450363711,0.0,0.0
0.0,0.0,-0.7333698362189277,0.0,-0.8473909693124683,-0.051839082785588256,0.0,0.0,0.0,0.0,0.0005124120917372489,0.056292703970046445,0.08449206519915868,-0.00022612921259105944,6.990869125242441,-38.47305387322401,-8.824029746506096,41.246521612228406,0.0,0.0
0.0,0.0,-0.7006588396871716,0.0,-0.9385937619331309,-0.052950755039059154,0.0,0.0,0.0,0.0,0.0005739580384973111,0.06816858285729281,0.12008320251190675,-0.000284271593574536,6.727950532431374,-36.43553579476536,-8.12030307581986,38.66959616857546,0.0,0.0
0.0,0.0,-0.7296783246199962,0.0,-0.8886298776874674,-0.05176198496297653,0.0,0.0,0.0,0.0,0.0005374448319133272,0.06392657530662704,0.09224293642363199,-0.000250957546118556,7.184114451258281,-39.271662658956764,-9.164881436042823,42.20805566801755,0.0,0.0
0.0,0.0,-0.7261541517173882,0.0,-0.9048457670202359,-0.05303713462933871,0.0,0.0,0.0,0.0,0.000558744090149305,0.062281403478778995,0.09725155552376348,-0.0002513094762932684,6.744017735736297,-38.593911272019334,-9.485481660551857,42.18991527551724,0.0,0.0
0.0,0.0,-0.7224100213283224,0.0,-0.9014870724597855,-0.05263804451054329,0.0,0.0,0.0,0.0,0.0005404685477497621,0.0480407367343524,0.06499438281973964,-0.00019274235925274903,7.454917535380792,-41.61361850153385,-10.474894377212221,45.50128998790766,0.0,0.0
