D_thresh,R_thresh,phase,term,coefficient,n_data_points,n_active_terms
-25.0,-1.0,main,V*sin²(θ_c/2),0.0,10026,11
-25.0,-1.0,main,Newell_d_Φ,-0.00043388245950920935,10026,11
-25.0,-1.0,recovery,1,1.7600731698710361,27101,6
-25.0,-1.0,recovery,V,-0.005765872402622353,27101,6
-25.0,-1.0,recovery,Bs,0.0,27101,6
-25.0,-1.0,recovery,n,0.0,27101,6
-25.0,-1.0,recovery,Pdyn,0.0,27101,6
-25.0,-1.0,recovery,Dst_star,-0.046361909650036864,27101,6
-25.0,-1.0,recovery,V^2,3.8288467937655606e-6,27101,6
-25.0,-1.0,recovery,Bs^2,0.0,27101,6
-25.0,-1.0,recovery,n^2,0.0,27101,6
-25.0,-1.0,recovery,V*Bs,0.0,27101,6
-25.0,-1.0,recovery,n*V,0.0,27101,6
-25.0,-1.0,recovery,n*Bs,0.0,27101,6
-25.0,-1.0,recovery,Pdyn*Bs,0.0,27101,6
-25.0,-1.0,recovery,n*V*Bs,0.0,27101,6
-25.0,-1.0,recovery,n*V^2,0.0,27101,6
-25.0,-1.0,recovery,sin(θ_c/2),1.4708883973459108,27101,6
-25.0,-1.0,recovery,sin²(θ_c/2),-2.6273357999844014,27101,6
-25.0,-1.0,recovery,sin⁴(θ_c/2),0.0,27101,6
-25.0,-1.0,recovery,sin^(8/3)(θ_c/2),0.0,27101,6
-25.0,-1.0,recovery,V*sin²(θ_c/2),0.0,27101,6
-25.0,-1.0,recovery,Newell_d_Φ,0.0,27101,6
-25.0,0.0,quiet,1,0.0,24295,7
-25.0,0.0,quiet,V,0.0,24295,7
-25.0,0.0,quiet,Bs,0.0,24295,7
-25.0,0.0,quiet,n,-0.1968095546327181,24295,7
-25.0,0.0,quiet,Pdyn,0.0,24295,7
-25.0,0.0,quiet,Dst_star,0.0,24295,7
-25.0,0.0,quiet,V^2,5.261063067794533e-6,24295,7
-25.0,0.0,quiet,Bs^2,0.0,24295,7
-25.0,0.0,quiet,n^2,0.0,24295,7
-25.0,0.0,quiet,V*Bs,0.0,24295,7
-25.0,0.0,quiet,n*V,0.0011854876750985626,24295,7
-25.0,0.0,quiet,n*Bs,0.0,24295,7
-25.0,0.0,quiet,Pdyn*Bs,0.0,24295,7
-25.0,0.0,quiet,n*V*Bs,0.0,24295,7
-25.0,0.0,quiet,n*V^2,-2.1189603901062167e-6,24295,7
-25.0,0.0,quiet,sin(θ_c/2),0.0,24295,7
-25.0,0.0,quiet,sin²(θ_c/2),5.648228481498334,24295,7
-25.0,0.0,quiet,sin⁴(θ_c/2),0.0,24295,7
-25.0,0.0,quiet,sin^(8/3)(θ_c/2),-4.6306467918287755,24295,7
-25.0,0.0,quiet,V*sin²(θ_c/2),0.0,24295,7
-25.0,0.0,quiet,Newell_d_Φ,-0.0004062551562269091,24295,7
-25.0,0.0,main,1,0.0,15203,7
-25.0,0.0,main,V,0.0,15203,7
-25.0,0.0,main,Bs,-0.382458030932946,15203,7
-25.0,0.0,main,n,0.0,15203,7
-25.0,0.0,main,Pdyn,0.0,15203,7
-25.0,0.0,main,Dst_star,0.0,15203,7
-25.0,0.0,main,V^2,0.0,15203,7
-25.0,0.0,main,Bs^2,0.0,15203,7
-25.0,0.0,main,n^2,0.0,15203,7
-25.0,0.0,main,V*Bs,-0.0006648666948674641,15203,7
-25.0,0.0,main,n*V,0.0,15203,7
-25.0,0.0,main,n*Bs,0.0,15203,7
-25.0,0.0,main,Pdyn*Bs,0.0,15203,7
-25.0,0.0,main,n*V*Bs,0.0,15203,7
-25.0,0.0,main,n*V^2,-8.253685427377925e-7,15203,7
-25.0,0.0,main,sin(θ_c/2),7.484554058182689,15203,7
-25.0,0.0,main,sin²(θ_c/2),-59.68081673436627,15203,7
-25.0,0.0,main,sin⁴(θ_c/2),-20.922573653031804,15203,7
-25.0,0.0,main,sin^(8/3)(θ_c/2),75.09699341060262,15203,7
-25.0,0.0,main,V*sin²(θ_c/2),0.0,15203,7
-25.0,0.0,main,Newell_d_Φ,0.0,15203,7
-25.0,0.0,recovery,1,0.0,21945,1
-25.0,0.0,recovery,V,0.0,21945,1
-25.0,0.0,recovery,Bs,0.0,21945,1
-25.0,0.0,recovery,n,0.0,21945,1
-25.0,0.0,recovery,Pdyn,0.0,21945,1
-25.0,0.0,recovery,Dst_star,-0.04375772518315824,21945,1
-25.0,0.0,recovery,V^2,0.0,21945,1
-25.0,0.0,recovery,Bs^2,0.0,21945,1
-25.0,0.0,recovery,n^2,0.0,21945,1
-25.0,0.0,recovery,V*Bs,0.0,21945,1
-25.0,0.0,recovery,n*V,0.0,21945,1
-25.0,0.0,recovery,n*Bs,0.0,21945,1
-25.0,0.0,recovery,Pdyn*Bs,0.0,21945,1
-25.0,0.0,recovery,n*V*Bs,0.0,21945,1
-25.0,0.0,recovery,n*V^2,0.0,21945,1
-25.0,0.0,recovery,sin(θ_c/2),0.0,21945,1
-25.0,0.0,recovery,sin²(θ_c/2),0.0,21945,1
-25.0,0.0,recovery,sin⁴(θ_c/2),0.0,21945,1
-25.0,0.0,recovery,sin^(8/3)(θ_c/2),0.0,21945,1
-25.0,0.0,recovery,V*sin²(θ_c/2),0.0,21945,1
-25.0,0.0,recovery,Newell_d_Φ,0.0,21945,1
-20.0,-4.0,quiet,1,0.0,18262,5
-20.0,-4.0,quiet,V,0.0,18262,5
-20.0,-4.0,quiet,Bs,0.0,18262,5
-20.0,-4.0,quiet,n,-0.20359591337858668,18262,5
-20.0,-4.0,quiet,Pdyn,0.0,18262,5
-20.0,-4.0,quiet,Dst_star,0.0,18262,5
-20.0,-4.0,quiet,V^2,0.0,18262,5
-20.0,-4.0,quiet,Bs^2,0.0,18262,5
-20.0,-4.0,quiet,n^2,0.0,18262,5
-20.0,-4.0,quiet,V*Bs,0.0,18262,5
-20.0,-4.0,quiet,n*V,0.000944230466386464,18262,5
-20.0,-4.0,quiet,n*Bs,0.0,18262,5
-20.0,-4.0,quiet,Pdyn*Bs,0.0,18262,5
-20.0,-4.0,quiet,n*V*Bs,0.0,18262,5
-20.0,-4.0,quiet,n*V^2,-1.2347203686781278e-6,18262,5
-20.0,-4.0,quiet,sin(θ_c/2),0.0,18262,5
-20.0,-4.0,quiet,sin²(θ_c/2),2.589360936577234,18262,5
-20.0,-4.0,quiet,sin⁴(θ_c/2),0.0,18262,5
-20.0,-4.0,quiet,sin^(8/3)(θ_c/2),0.0,18262,5
-20.0,-4.0,quiet,V*sin²(θ_c/2),0.0,18262,5
-20.0,-4.0,quiet,Newell_d_Φ,-0.0004637132639904534,18262,5
-20.0,-4.0,main,1,0.0,3378,6
-20.0,-4.0,main,V,-0.01340304608804907,3378,6
-20.0,-4.0,main,Bs,0.0,3378,6
-20.0,-4.0,main,n,0.0,3378,6
-20.0,-4.0,main,Pdyn,0.0,3378,6
-20.0,-4.0,main,Dst_star,0.0,3378,6
-20.0,-4.0,main,V^2,0.0,3378,6
-20.0,-4.0,main,Bs^2,0.0,3378,6
-20.0,-4.0,main,n^2,0.0,3378,6
-20.0,-4.0,main,V*Bs,0.0,3378,6
-20.0,-4.0,main,n*V,0.0,3378,6
-20.0,-4.0,main,n*Bs,0.0,3378,6
-20.0,-4.0,main,Pdyn*Bs,0.0,3378,6
-20.0,-4.0,main,n*V*Bs,0.0,3378,6
-20.0,-4.0,main,n*V^2,0.0,3378,6
-20.0,-4.0,main,sin(θ_c/2),0.0,3378,6
-20.0,-4.0,main,sin²(θ_c/2),-57.74430624395705,3378,6
-20.0,-4.0,main,sin⁴(θ_c/2),-34.399726589742805,3378,6
-20.0,-4.0,main,sin^(8/3)(θ_c/2),84.94258887863114,3378,6
-20.0,-4.0,main,V*sin²(θ_c/2),0.027817632547838193,3378,6
-20.0,-4.0,main,Newell_d_Φ,-0.0005184147125937636,3378,6
-20.0,-4.0,recovery,1,1.8840330356863693,39361,9
-20.0,-4.0,recovery,V,-0.007551871412235165,39361,9
-20.0,-4.0,recovery,Bs,-0.37691656323944417,39361,9
-20.0,-4.0,recovery,n,0.0,39361,9
-20.0,-4.0,recovery,Pdyn,0.0,39361,9
-20.0,-4.0,recovery,Dst_star,-0.05310874098562688,39361,9
-20.0,-4.0,recovery,V^2,4.481238370886161e-6,39361,9
-20.0,-4.0,recovery,Bs^2,0.0,39361,9
-20.0,-4.0,recovery,n^2,0.0,39361,9
-20.0,-4.0,recovery,V*Bs,0.0,39361,9
-20.0,-4.0,recovery,n*V,0.0,39361,9
-20.0,-4.0,recovery,n*Bs,0.0,39361,9
-20.0,-4.0,recovery,Pdyn*Bs,0.0,39361,9
-20.0,-4.0,recovery,n*V*Bs,0.0,39361,9
-20.0,-4.0,recovery,n*V^2,0.0,39361,9
-20.0,-4.0,recovery,sin(θ_c/2),3.6536921565821894,39361,9
-20.0,-4.0,recovery,sin²(θ_c/2),-15.935959089572991,39361,9
-20.0,-4.0,recovery,sin⁴(θ_c/2),-2.656869122960492,39361,9
-20.0,-4.0,recovery,sin^(8/3)(θ_c/2),14.809445412343509,39361,9
-20.0,-4.0,recovery,V*sin²(θ_c/2),0.0,39361,9
-20.0,-4.0,recovery,Newell_d_Φ,0.0,39361,9
-20.0,-3.0,quiet,1,0.0,18262,5
-20.0,-3.0,quiet,V,0.0,18262,5
-20.0,-3.0,quiet,Bs,0.0,18262,5
-20.0,-3.0,quiet,n,-0.20359591337858668,18262,5
-20.0,-3.0,quiet,Pdyn,0.0,18262,5
-20.0,-3.0,quiet,Dst_star,0.0,18262,5
-20.0,-3.0,quiet,V^2,0.0,18262,5
-20.0,-3.0,quiet,Bs^2,0.0,18262,5
-20.0,-3.0,quiet,n^2,0.0,18262,5
-20.0,-3.0,quiet,V*Bs,0.0,18262,5
-20.0,-3.0,quiet,n*V,0.000944230466386464,18262,5
-20.0,-3.0,quiet,n*Bs,0.0,18262,5
-20.0,-3.0,quiet,Pdyn*Bs,0.0,18262,5
-20.0,-3.0,quiet,n*V*Bs,0.0,18262,5
-20.0,-3.0,quiet,n*V^2,-1.2347203686781278e-6,18262,5
-20.0,-3.0,quiet,sin(θ_c/2),0.0,18262,5
-20.0,-3.0,quiet,sin²(θ_c/2),2.589360936577234,18262,5
-20.0,-3.0,quiet,sin⁴(θ_c/2),0.0,18262,5
-20.0,-3.0,quiet,sin^(8/3)(θ_c/2),0.0,18262,5
-20.0,-3.0,quiet,V*sin²(θ_c/2),0.0,18262,5
-20.0,-3.0,quiet,Newell_d_Φ,-0.0004637132639904534,18262,5
-20.0,-3.0,main,1,0.0,4957,7
-20.0,-3.0,main,V,-0.012022576957459005,4957,7
-20.0,-3.0,main,Bs,0.0,4957,7
-20.0,-3.0,main,n,0.0,4957,7
-20.0,-3.0,main,Pdyn,0.0,4957,7
-20.0,-3.0,main,Dst_star,0.0,4957,7
-20.0,-3.0,main,V^2,0.0,4957,7
-20.0,-3.0,main,Bs^2,0.0,4957,7
-20.0,-3.0,main,n^2,0.0,4957,7
-20.0,-3.0,main,V*Bs,0.0,4957,7
-20.0,-3.0,main,n*V,0.0,4957,7
-20.0,-3.0,main,n*Bs,0.0,4957,7
-20.0,-3.0,main,Pdyn*Bs,0.0,4957,7
-20.0,-3.0,main,n*V*Bs,0.0,4957,7
-20.0,-3.0,main,n*V^2,0.0,4957,7
-20.0,-3.0,main,sin(θ_c/2),8.953034444583603,4957,7
-20.0,-3.0,main,sin²(θ_c/2),-88.23961396780565,4957,7
-20.0,-3.0,main,sin⁴(θ_c/2),-40.29242919544101,4957,7
-20.0,-3.0,main,sin^(8/3)(θ_c/2),113.08088833403038,4957,7
-20.0,-3.0,main,V*sin²(θ_c/2),0.026862000778801232,4957,7
-20.0,-3.0,main,Newell_d_Φ,-0.0005280634540746219,4957,7
-20.0,-3.0,recovery,1,1.8757707533987054,37945,8
-20.0,-3.0,recovery,V,-0.007066752962070854,37945,8
-20.0,-3.0,recovery,Bs,-0.31556412058503913,37945,8
-20.0,-3.0,recovery,n,0.0,37945,8
-20.0,-3.0,recovery,Pdyn,0.0,37945,8
-20.0,-3.0,recovery,Dst_star,-0.05216454456986739,37945,8
-20.0,-3.0,recovery,V^2,4.188407377349507e-6,37945,8
-20.0,-3.0,recovery,Bs^2,0.0,37945,8
-20.0,-3.0,recovery,n^2,0.0,37945,8
-20.0,-3.0,recovery,V*Bs,0.0,37945,8
-20.0,-3.0,recovery,n*V,0.0,37945,8
-20.0,-3.0,recovery,n*Bs,0.0,37945,8
-20.0,-3.0,recovery,Pdyn*Bs,0.0,37945,8
-20.0,-3.0,recovery,n*V*Bs,0.0,37945,8
-20.0,-3.0,recovery,n*V^2,0.0,37945,8
-20.0,-3.0,recovery,sin(θ_c/2),2.1298925841718193,37945,8
-20.0,-3.0,recovery,sin²(θ_c/2),-7.730990796088798,37945,8
-20.0,-3.0,recovery,sin⁴(θ_c/2),0.0,37945,8
-20.0,-3.0,recovery,sin^(8/3)(θ_c/2),5.347200624155597,37945,8
-20.0,-3.0,recovery,V*sin²(θ_c/2),0.0,37945,8
-20.0,-3.0,recovery,Newell_d_Φ,0.0,37945,8
-20.0,-2.0,quiet,1,0.0,18262,5
-20.0,-2.0,quiet,V,0.0,18262,5
-20.0,-2.0,quiet,Bs,0.0,18262,5
-20.0,-2.0,quiet,n,-0.20359591337858668,18262,5
-20.0,-2.0,quiet,Pdyn,0.0,18262,5
-20.0,-2.0,quiet,Dst_star,0.0,18262,5
-20.0,-2.0,quiet,V^2,0.0,18262,5
-20.0,-2.0,quiet,Bs^2,0.0,18262,5
-20.0,-2.0,quiet,n^2,0.0,18262,5
-20.0,-2.0,quiet,V*Bs,0.0,18262,5
-20.0,-2.0,quiet,n*V,0.000944230466386464,18262,5
-20.0,-2.0,quiet,n*Bs,0.0,18262,5
-20.0,-2.0,quiet,Pdyn*Bs,0.0,18262,5
-20.0,-2.0,quiet,n*V*Bs,0.0,18262,5
-20.0,-2.0,quiet,n*V^2,-1.2347203686781278e-6,18262,5
-20.0,-2.0,quiet,sin(θ_c/2),0.0,18262,5
-20.0,-2.0,quiet,sin²(θ_c/2),2.589360936577234,18262,5
-20.0,-2.0,quiet,sin⁴(θ_c/2),0.0,18262,5
-20.0,-2.0,quiet,sin^(8/3)(θ_c/2),0.0,18262,5
-20.0,-2.0,quiet,V*sin²(θ_c/2),0.0,18262,5
-20.0,-2.0,quiet,Newell_d_Φ,-0.0004637132639904534,18262,5
-20.0,-2.0,main,1,-5.645288555711229,7450,11
-20.0,-2.0,main,V,0.0,7450,11
-20.0,-2.0,main,Bs,-0.4635453154599348,7450,11
-20.0,-2.0,main,n,0.0,7450,11
-20.0,-2.0,main,Pdyn,0.0,7450,11
-20.0,-2.0,main,Dst_star,0.0,7450,11
-20.0,-2.0,main,V^2,0.0,7450,11
-20.0,-2.0,main,Bs^2,-0.014036112866129881,7450,11
-20.0,-2.0,main,n^2,0.0,7450,11
-20.0,-2.0,main,V*Bs,0.0017621113842531777,7450,11
-20.0,-2.0,main,n*V,0.0,7450,11
-20.0,-2.0,main,n*Bs,0.017444133829574503,7450,11
-20.0,-2.0,main,Pdyn*Bs,0.0,7450,11
-20.0,-2.0,main,n*V*Bs,-7.860444810277771e-5,7450,11
-20.0,-2.0,main,n*V^2,0.0,7450,11
-20.0,-2.0,main,sin(θ_c/2),9.575634880625525,7450,11
-20.0,-2.0,main,sin²(θ_c/2),-48.45531165585537,7450,11
-20.0,-2.0,main,sin⁴(θ_c/2),-24.931806139497837,7450,11
-20.0,-2.0,main,sin^(8/3)(θ_c/2),69.30648528759032,7450,11
-20.0,-2.0,main,V*sin²(θ_c/2),0.0,7450,11
-20.0,-2.0,main,Newell_d_Φ,-0.00044951570690344647,7450,11
-20.0,-2.0,recovery,1,0.0,35622,1
-20.0,-2.0,recovery,V,0.0,35622,1
-20.0,-2.0,recovery,Bs,0.0,35622,1
-20.0,-2.0,recovery,n,0.0,35622,1
-20.0,-2.0,recovery,Pdyn,0.0,35622,1
-20.0,-2.0,recovery,Dst_star,-0.031332739553907134,35622,1
-20.0,-2.0,recovery,V^2,0.0,35622,1
-20.0,-2.0,recovery,Bs^2,0.0,35622,1
-20.0,-2.0,recovery,n^2,0.0,35622,1
-20.0,-2.0,recovery,V*Bs,0.0,35622,1
-20.0,-2.0,recovery,n*V,0.0,35622,1
-20.0,-2.0,recovery,n*Bs,0.0,35622,1
-20.0,-2.0,recovery,Pdyn*Bs,0.0,35622,1
-20.0,-2.0,recovery,n*V*Bs,0.0,35622,1
-20.0,-2.0,recovery,n*V^2,0.0,35622,1
-20.0,-2.0,recovery,sin(θ_c/2),0.0,35622,1
-20.0,-2.0,recovery,sin²(θ_c/2),0.0,35622,1
-20.0,-2.0,recovery,sin⁴(θ_c/2),0.0,35622,1
-20.0,-2.0,recovery,sin^(8/3)(θ_c/2),0.0,35622,1
-20.0,-2.0,recovery,V*sin²(θ_c/2),0.0,35622,1
-20.0,-2.0,recovery,Newell_d_Φ,0.0,35622,1
-20.0,-1.0,quiet,1,0.0,18262,5
-20.0,-1.0,quiet,V,0.0,18262,5
-20.0,-1.0,quiet,Bs,0.0,18262,5
-20.0,-1.0,quiet,n,-0.20359591337858668,18262,5
-20.0,-1.0,quiet,Pdyn,0.0,18262,5
-20.0,-1.0,quiet,Dst_star,0.0,18262,5
-20.0,-1.0,quiet,V^2,0.0,18262,5
-20.0,-1.0,quiet,Bs^2,0.0,18262,5
-20.0,-1.0,quiet,n^2,0.0,18262,5
-20.0,-1.0,quiet,V*Bs,0.0,18262,5
-20.0,-1.0,quiet,n*V,0.000944230466386464,18262,5
-20.0,-1.0,quiet,n*Bs,0.0,18262,5
-20.0,-1.0,quiet,Pdyn*Bs,0.0,18262,5
-20.0,-1.0,quiet,n*V*Bs,0.0,18262,5
-20.0,-1.0,quiet,n*V^2,-1.2347203686781278e-6,18262,5
-20.0,-1.0,quiet,sin(θ_c/2),0.0,18262,5
-20.0,-1.0,quiet,sin²(θ_c/2),2.589360936577234,18262,5
-20.0,-1.0,quiet,sin⁴(θ_c/2),0.0,18262,5
-20.0,-1.0,quiet,sin^(8/3)(θ_c/2),0.0,18262,5
-20.0,-1.0,quiet,V*sin²(θ_c/2),0.0,18262,5
-20.0,-1.0,quiet,Newell_d_Φ,-0.0004637132639904534,18262,5
-20.0,-1.0,main,1,-2.1210710940374695,11392,7
-20.0,-1.0,main,V,0.0,11392,7
-20.0,-1.0,main,Bs,-0.7334956097584335,11392,7
-20.0,-1.0,main,n,0.0,11392,7
-20.0,-1.0,main,Pdyn,0.0,11392,7
-20.0,-1.0,main,Dst_star,0.0,11392,7
-20.0,-1.0,main,V^2,0.0,11392,7
-20.0,-1.0,main,Bs^2,0.0,11392,7
-20.0,-1.0,main,n^2,0.0,11392,7
-20.0,-1.0,main,V*Bs,0.0,11392,7
-20.0,-1.0,main,n*V,0.0,11392,7
-20.0,-1.0,main,n*Bs,0.0,11392,7
-20.0,-1.0,main,Pdyn*Bs,0.0,11392,7
-20.0,-1.0,main,n*V*Bs,0.0,11392,7
-20.0,-1.0,main,n*V^2,-8.548292041707535e-7,11392,7
-20.0,-1.0,main,sin(θ_c/2),22.313614693403878,11392,7
-20.0,-1.0,main,sin²(θ_c/2),-118.78334673160698,11392,7
-20.0,-1.0,main,sin⁴(θ_c/2),-34.30741591415335,11392,7
-20.0,-1.0,main,sin^(8/3)(θ_c/2),134.67789035704664,11392,7
-20.0,-1.0,main,V*sin²(θ_c/2),0.0,11392,7
-20.0,-1.0,main,Newell_d_Φ,0.0,11392,7
-20.0,-1.0,recovery,1,1.2550887183570165,31775,4
-20.0,-1.0,recovery,V,-0.004940276280519589,31775,4
-20.0,-1.0,recovery,Bs,0.0,31775,4
-20.0,-1.0,recovery,n,0.0,31775,4
-20.0,-1.0,recovery,Pdyn,0.0,31775,4
-20.0,-1.0,recovery,Dst_star,-0.04287722285937704,31775,4
-20.0,-1.0,recovery,V^2,3.3784884816870233e-6,31775,4
-20.0,-1.0,recovery,Bs^2,0.0,31775,4
-20.0,-1.0,recovery,n^2,0.0,31775,4
-20.0,-1.0,recovery,V*Bs,0.0,31775,4
-20.0,-1.0,recovery,n*V,0.0,31775,4
-20.0,-1.0,recovery,n*Bs,0.0,31775,4
-20.0,-1.0,recovery,Pdyn*Bs,0.0,31775,4
-20.0,-1.0,recovery,n*V*Bs,0.0,31775,4
-20.0,-1.0,recovery,n*V^2,0.0,31775,4
-20.0,-1.0,recovery,sin(θ_c/2),0.0,31775,4
-20.0,-1.0,recovery,sin²(θ_c/2),0.0,31775,4
-20.0,-1.0,recovery,sin⁴(θ_c/2),0.0,31775,4
-20.0,-1.0,recovery,sin^(8/3)(θ_c/2),0.0,31775,4
-20.0,-1.0,recovery,V*sin²(θ_c/2),0.0,31775,4
-20.0,-1.0,recovery,Newell_d_Φ,0.0,31775,4
-20.0,0.0,quiet,1,0.0,18262,5
-20.0,0.0,quiet,V,0.0,18262,5
-20.0,0.0,quiet,Bs,0.0,18262,5
-20.0,0.0,quiet,n,-0.20359591337858668,18262,5
-20.0,0.0,quiet,Pdyn,0.0,18262,5
-20.0,0.0,quiet,Dst_star,0.0,18262,5
-20.0,0.0,quiet,V^2,0.0,18262,5
-20.0,0.0,quiet,Bs^2,0.0,18262,5
-20.0,0.0,quiet,n^2,0.0,18262,5
-20.0,0.0,quiet,V*Bs,0.0,18262,5
-20.0,0.0,quiet,n*V,0.000944230466386464,18262,5
-20.0,0.0,quiet,n*Bs,0.0,18262,5
-20.0,0.0,quiet,Pdyn*Bs,0.0,18262,5
-20.0,0.0,quiet,n*V*Bs,0.0,18262,5
-20.0,0.0,quiet,n*V^2,-1.2347203686781278e-6,18262,5
-20.0,0.0,quiet,sin(θ_c/2),0.0,18262,5
-20.0,0.0,quiet,sin²(θ_c/2),2.589360936577234,18262,5
-20.0,0.0,quiet,sin⁴(θ_c/2),0.0,18262,5
-20.0,0.0,quiet,sin^(8/3)(θ_c/2),0.0,18262,5
-20.0,0.0,quiet,V*sin²(θ_c/2),0.0,18262,5
-20.0,0.0,quiet,Newell_d_Φ,-0.0004637132639904534,18262,5
-20.0,0.0,main,1,0.0,17743,7
-20.0,0.0,main,V,0.0,17743,7
-20.0,0.0,main,Bs,-0.5901453019479773,17743,7
-20.0,0.0,main,n,0.0,17743,7
-20.0,0.0,main,Pdyn,0.0,17743,7
-20.0,0.0,main,Dst_star,0.0,17743,7
-20.0,0.0,main,V^2,0.0,17743,7
-20.0,0.0,main,Bs^2,0.0,17743,7
-20.0,0.0,main,n^2,0.0,17743,7
-20.0,0.0,main,V*Bs,0.0,17743,7
-20.0,0.0,main,n*V,0.0,17743,7
-20.0,0.0,main,n*Bs,0.0,17743,7
-20.0,0.0,main,Pdyn*Bs,0.0,17743,7
-20.0,0.0,main,n*V*Bs,0.0,17743,7
-20.0,0.0,main,n*V^2,-8.06445861024507e-7,17743,7
-20.0,0.0,main,sin(θ_c/2),5.010729093940829,17743,7
-20.0,0.0,main,sin²(θ_c/2),-43.22986460723261,17743,7
-20.0,0.0,main,sin⁴(θ_c/2),-16.42274624559334,17743,7
-20.0,0.0,main,sin^(8/3)(θ_c/2),57.092242507697065,17743,7
-20.0,0.0,main,V*sin²(θ_c/2),0.0,17743,7
-20.0,0.0,main,Newell_d_Φ,-0.00010138722099215498,17743,7
-20.0,0.0,recovery,1,0.0,25453,1
-20.0,0.0,recovery,V,0.0,25453,1
-20.0,0.0,recovery,Bs,0.0,25453,1
-20.0,0.0,recovery,n,0.0,25453,1
-20.0,0.0,recovery,Pdyn,0.0,25453,1
-20.0,0.0,recovery,Dst_star,-0.04417719164024289,25453,1
-20.0,0.0,recovery,V^2,0.0,25453,1
-20.0,0.0,recovery,Bs^2,0.0,25453,1
-20.0,0.0,recovery,n^2,0.0,25453,1
-20.0,0.0,recovery,V*Bs,0.0,25453,1
-20.0,0.0,recovery,n*V,0.0,25453,1
-20.0,0.0,recovery,n*Bs,0.0,25453,1
-20.0,0.0,recovery,Pdyn*Bs,0.0,25453,1
-20.0,0.0,recovery,n*V*Bs,0.0,25453,1
-20.0,0.0,recovery,n*V^2,0.0,25453,1
-20.0,0.0,recovery,sin(θ_c/2),0.0,25453,1
-20.0,0.0,recovery,sin²(θ_c/2),0.0,25453,1
-20.0,0.0,recovery,sin⁴(θ_c/2),0.0,25453,1
-20.0,0.0,recovery,sin^(8/3)(θ_c/2),0.0,25453,1
-20.0,0.0,recovery,V*sin²(θ_c/2),0.0,25453,1
-20.0,0.0,recovery,Newell_d_Φ,0.0,25453,1
-15.0,-4.0,quiet,1,0.0,12989,6
-15.0,-4.0,quiet,V,0.0,12989,6
-15.0,-4.0,quiet,Bs,0.0,12989,6
-15.0,-4.0,quiet,n,-0.29286827427579887,12989,6
-15.0,-4.0,quiet,Pdyn,0.0,12989,6
-15.0,-4.0,quiet,Dst_star,0.0,12989,6
-15.0,-4.0,quiet,V^2,0.0,12989,6
-15.0,-4.0,quiet,Bs^2,0.0,12989,6
-15.0,-4.0,quiet,n^2,0.0,12989,6
-15.0,-4.0,quiet,V*Bs,0.0,12989,6
-15.0,-4.0,quiet,n*V,0.0014553525765821159,12989,6
-15.0,-4.0,quiet,n*Bs,0.0,12989,6
-15.0,-4.0,quiet,Pdyn*Bs,0.0,12989,6
-15.0,-4.0,quiet,n*V*Bs,0.0,12989,6
-15.0,-4.0,quiet,n*V^2,-2.079497643525356e-6,12989,6
-15.0,-4.0,quiet,sin(θ_c/2),0.0,12989,6
-15.0,-4.0,quiet,sin²(θ_c/2),11.920293838505557,12989,6
-15.0,-4.0,quiet,sin⁴(θ_c/2),0.0,12989,6
-15.0,-4.0,quiet,sin^(8/3)(θ_c/2),-10.511275605386102,12989,6
-15.0,-4.0,quiet,V*sin²(θ_c/2),0.0,12989,6
-15.0,-4.0,quiet,Newell_d_Φ,-0.0004268871892442158,12989,6
-15.0,-4.0,main,1,-4.50185110325903,3747,8
-15.0,-4.0,main,V,0.0,3747,8
-15.0,-4.0,main,Bs,0.0,3747,8
-15.0,-4.0,main,n,0.21895412806124248,3747,8
-15.0,-4.0,main,Pdyn,0.0,3747,8
-15.0,-4.0,main,Dst_star,0.0,3747,8
-15.0,-4.0,main,V^2,0.0,3747,8
-15.0,-4.0,main,Bs^2,0.0,3747,8
-15.0,-4.0,main,n^2,0.0,3747,8
-15.0,-4.0,main,V*Bs,0.0,3747,8
-15.0,-4.0,main,n*V,-0.0007581496413310592,3747,8
-15.0,-4.0,main,n*Bs,0.0,3747,8
-15.0,-4.0,main,Pdyn*Bs,0.0,3747,8
-15.0,-4.0,main,n*V*Bs,0.0,3747,8
-15.0,-4.0,main,n*V^2,0.0,3747,8
-15.0,-4.0,main,sin(θ_c/2),0.0,3747,8
-15.0,-4.0,main,sin²(θ_c/2),-41.66605935748527,3747,8
-15.0,-4.0,main,sin⁴(θ_c/2),-28.02687913843513,3747,8
-15.0,-4.0,main,sin^(8/3)(θ_c/2),66.56553964752021,3747,8
-15.0,-4.0,main,V*sin²(θ_c/2),0.016787743149713066,3747,8
-15.0,-4.0,main,Newell_d_Φ,-0.00047846459883347885,3747,8
-15.0,-4.0,recovery,1,1.9727147071647997,44294,9
-15.0,-4.0,recovery,V,-0.007491262912920963,44294,9
-15.0,-4.0,recovery,Bs,-0.37331682752257633,44294,9
-15.0,-4.0,recovery,n,0.0,44294,9
-15.0,-4.0,recovery,Pdyn,0.0,44294,9
-15.0,-4.0,recovery,Dst_star,-0.05164218605724594,44294,9
-15.0,-4.0,recovery,V^2,4.472490443400555e-6,44294,9
-15.0,-4.0,recovery,Bs^2,0.0,44294,9
-15.0,-4.0,recovery,n^2,0.0,44294,9
-15.0,-4.0,recovery,V*Bs,0.0,44294,9
-15.0,-4.0,recovery,n*V,0.0,44294,9
