D_thresh,R_thresh,phase,term,coefficient,n_data_points,n_active_terms
-10.0,-2.0,recovery,sin⁴(θ_c/2),0.0,43709,5
-10.0,-2.0,recovery,sin^(8/3)(θ_c/2),-1.5567551313586838,43709,5
-10.0,-2.0,recovery,V*sin²(θ_c/2),0.0,43709,5
-10.0,-2.0,recovery,Newell_d_Φ,0.0,43709,5
-10.0,-1.0,quiet,1,0.0,8823,7
-10.0,-1.0,quiet,V,0.0,8823,7
-10.0,-1.0,quiet,Bs,0.0,8823,7
-10.0,-1.0,quiet,n,-0.49603985465769973,8823,7
-10.0,-1.0,quiet,Pdyn,0.0,8823,7
-10.0,-1.0,quiet,Dst_star,0.0,8823,7
-10.0,-1.0,quiet,V^2,0.0,8823,7
-10.0,-1.0,quiet,Bs^2,0.0,8823,7
-10.0,-1.0,quiet,n^2,0.0,8823,7
-10.0,-1.0,quiet,V*Bs,0.0,8823,7
-10.0,-1.0,quiet,n*V,0.002561864852042861,8823,7
-10.0,-1.0,quiet,n*Bs,0.0,8823,7
-10.0,-1.0,quiet,Pdyn*Bs,0.0,8823,7
-10.0,-1.0,quiet,n*V*Bs,0.0,8823,7
-10.0,-1.0,quiet,n*V^2,-3.5745337921633283e-6,8823,7
-10.0,-1.0,quiet,sin(θ_c/2),0.0,8823,7
-10.0,-1.0,quiet,sin²(θ_c/2),23.303752937649822,8823,7
-10.0,-1.0,quiet,sin⁴(θ_c/2),9.86121590149755,8823,7
-10.0,-1.0,quiet,sin^(8/3)(θ_c/2),-31.67883990809911,8823,7
-10.0,-1.0,quiet,V*sin²(θ_c/2),0.0,8823,7
-10.0,-1.0,quiet,Newell_d_Φ,-0.00040684748853668225,8823,7
-10.0,-1.0,main,1,-3.2023583304071455,13631,11
-10.0,-1.0,main,V,0.0,13631,11
-10.0,-1.0,main,Bs,-0.49173104598554285,13631,11
-10.0,-1.0,main,n,0.0,13631,11
-10.0,-1.0,main,Pdyn,0.0,13631,11
-10.0,-1.0,main,Dst_star,0.0,13631,11
-10.0,-1.0,main,V^2,0.0,13631,11
-10.0,-1.0,main,Bs^2,-0.012593617751948253,13631,11
-10.0,-1.0,main,n^2,0.0,13631,11
-10.0,-1.0,main,V*Bs,0.001627118137751573,13631,11
-10.0,-1.0,main,n*V,0.0,13631,11
-10.0,-1.0,main,n*Bs,0.01761266995109223,13631,11
-10.0,-1.0,main,Pdyn*Bs,0.0,13631,11
-10.0,-1.0,main,n*V*Bs,-8.277870555517723e-5,13631,11
-10.0,-1.0,main,n*V^2,0.0,13631,11
-10.0,-1.0,main,sin(θ_c/2),3.1889627010659347,13631,11
-10.0,-1.0,main,sin²(θ_c/2),-26.856818721795726,13631,11
-10.0,-1.0,main,sin⁴(θ_c/2),-17.97954781921284,13631,11
-10.0,-1.0,main,sin^(8/3)(θ_c/2),45.294640848404036,13631,11
-10.0,-1.0,main,V*sin²(θ_c/2),0.0,13631,11
-10.0,-1.0,main,Newell_d_Φ,-0.00040472617304954626,13631,11
-10.0,-1.0,recovery,1,1.4316981823787207,38909,4
-10.0,-1.0,recovery,V,-0.005047672002811676,38909,4
-10.0,-1.0,recovery,Bs,0.0,38909,4
-10.0,-1.0,recovery,n,0.0,38909,4
-10.0,-1.0,recovery,Pdyn,0.0,38909,4
-10.0,-1.0,recovery,Dst_star,-0.04071956932445965,38909,4
-10.0,-1.0,recovery,V^2,3.4711668757317553e-6,38909,4
-10.0,-1.0,recovery,Bs^2,0.0,38909,4
-10.0,-1.0,recovery,n^2,0.0,38909,4
-10.0,-1.0,recovery,V*Bs,0.0,38909,4
-10.0,-1.0,recovery,n*V,0.0,38909,4
-10.0,-1.0,recovery,n*Bs,0.0,38909,4
-10.0,-1.0,recovery,Pdyn*Bs,0.0,38909,4
-10.0,-1.0,recovery,n*V*Bs,0.0,38909,4
-10.0,-1.0,recovery,n*V^2,0.0,38909,4
-10.0,-1.0,recovery,sin(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,sin²(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,sin⁴(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,sin^(8/3)(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,V*sin²(θ_c/2),0.0,38909,4
-10.0,-1.0,recovery,Newell_d_Φ,0.0,38909,4
-10.0,0.0,quiet,1,0.0,8823,7
-10.0,0.0,quiet,V,0.0,8823,7
-10.0,0.0,quiet,Bs,0.0,8823,7
-10.0,0.0,quiet,n,-0.49603985465769973,8823,7
-10.0,0.0,quiet,Pdyn,0.0,8823,7
-10.0,0.0,quiet,Dst_star,0.0,8823,7
-10.0,0.0,quiet,V^2,0.0,8823,7
-10.0,0.0,quiet,Bs^2,0.0,8823,7
-10.0,0.0,quiet,n^2,0.0,8823,7
-10.0,0.0,quiet,V*Bs,0.0,8823,7
-10.0,0.0,quiet,n*V,0.002561864852042861,8823,7
-10.0,0.0,quiet,n*Bs,0.0,8823,7
-10.0,0.0,quiet,Pdyn*Bs,0.0,8823,7
-10.0,0.0,quiet,n*V*Bs,0.0,8823,7
-10.0,0.0,quiet,n*V^2,-3.5745337921633283e-6,8823,7
-10.0,0.0,quiet,sin(θ_c/2),0.0,8823,7
-10.0,0.0,quiet,sin²(θ_c/2),23.303752937649822,8823,7
-10.0,0.0,quiet,sin⁴(θ_c/2),9.86121590149755,8823,7
-10.0,0.0,quiet,sin^(8/3)(θ_c/2),-31.67883990809911,8823,7
-10.0,0.0,quiet,V*sin²(θ_c/2),0.0,8823,7
-10.0,0.0,quiet,Newell_d_Φ,-0.00040684748853668225,8823,7
-10.0,0.0,main,1,0.0,21827,12
-10.0,0.0,main,V,0.0,21827,12
-10.0,0.0,main,Bs,-0.3368298917893104,21827,12
-10.0,0.0,main,n,0.0,21827,12
-10.0,0.0,main,Pdyn,0.0,21827,12
-10.0,0.0,main,Dst_star,0.0,21827,12
-10.0,0.0,main,V^2,0.0,21827,12
-10.0,0.0,main,Bs^2,-0.014389604135278454,21827,12
-10.0,0.0,main,n^2,0.0,21827,12
-10.0,0.0,main,V*Bs,0.0016444120302931593,21827,12
-10.0,0.0,main,n*V,0.0,21827,12
-10.0,0.0,main,n*Bs,0.031978622522934895,21827,12
-10.0,0.0,main,Pdyn*Bs,0.026438882510278976,21827,12
-10.0,0.0,main,n*V*Bs,-0.00014451245662811302,21827,12
-10.0,0.0,main,n*V^2,0.0,21827,12
-10.0,0.0,main,sin(θ_c/2),-16.05660526639621,21827,12
-10.0,0.0,main,sin²(θ_c/2),49.307187793188746,21827,12
-10.0,0.0,main,sin⁴(θ_c/2),2.167751523390474,21827,12
-10.0,0.0,main,sin^(8/3)(θ_c/2),-36.371220676850456,21827,12
-10.0,0.0,main,V*sin²(θ_c/2),0.004510612467832371,21827,12
-10.0,0.0,main,Newell_d_Φ,-0.00048789686132435475,21827,12
-10.0,0.0,recovery,1,0.0,30717,1
-10.0,0.0,recovery,V,0.0,30717,1
-10.0,0.0,recovery,Bs,0.0,30717,1
-10.0,0.0,recovery,n,0.0,30717,1
-10.0,0.0,recovery,Pdyn,0.0,30717,1
-10.0,0.0,recovery,Dst_star,-0.04473248655022392,30717,1
-10.0,0.0,recovery,V^2,0.0,30717,1
-10.0,0.0,recovery,Bs^2,0.0,30717,1
-10.0,0.0,recovery,n^2,0.0,30717,1
-10.0,0.0,recovery,V*Bs,0.0,30717,1
-10.0,0.0,recovery,n*V,0.0,30717,1
-10.0,0.0,recovery,n*Bs,0.0,30717,1
-10.0,0.0,recovery,Pdyn*Bs,0.0,30717,1
-10.0,0.0,recovery,n*V*Bs,0.0,30717,1
-10.0,0.0,recovery,n*V^2,0.0,30717,1
-10.0,0.0,recovery,sin(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,sin²(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,sin⁴(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,sin^(8/3)(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,V*sin²(θ_c/2),0.0,30717,1
-10.0,0.0,recovery,Newell_d_Φ,0.0,30717,1
