fold_year,variant,model_step_hours,regime,depth_bin,n_rows,n_experts,expert_set,w_served_v2_1,w_frozen_v2_1,w_t1r_analog,w_persistence,w_burton,w_burton_full,w_obrien,w_direct_gbm,w_climatology,w_static_v2_2,weight_sum,sindy_family_mass,objective_mse,support,kkt_stationarity,kkt_dual_min,floor_active
2026,L1e,4,recovery,deep,676,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.0,0.4656548851838755,0.0,0.0,0.004394463829810268,0.0,0.07725158458681518,0.15086953237131326,0.16748441921206128,0.1343451148161245,1.0,0.6,370.759426995663,frozen_v2_1|burton|obrien|direct_gbm|climatology|static_v2_2,1.233724081069398e-15,0.008729013582206577,true
2026,L1e,6,pooled,pooled,112618,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.20108135776449249,0.0,0.39891864223550744,0.0,0.008307167801224176,0.0,0.022543282277319807,0.36914954992145604,0.0,0.0,1.0,0.5999999999999999,104.0761698499733,served_v2_1|t1r_analog|burton|obrien|direct_gbm,1.596635206769898e-16,0.0026831984492387533,true
2026,L1e,6,quiet,pooled,94906,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.14264660041083413,0.0,0.4573533995891659,0.0,0.0038467644760317127,0.0,0.0,0.3961532355239683,0.0,0.0,1.0,0.6,83.22141494737525,served_v2_1|t1r_analog|burton|direct_gbm,9.379704444857011e-17,0.01139807374591874,true
2026,L1e,6,quiet,shallow,94906,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.14264660041083413,0.0,0.4573533995891659,0.0,0.0038467644760317127,0.0,0.0,0.3961532355239683,0.0,0.0,1.0,0.6,83.22141494737525,served_v2_1|t1r_analog|burton|direct_gbm,9.379704444857011e-17,0.01139807374591874,true
2026,L1e,6,active_deepening,pooled,11168,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.21513837552065374,0.17644774872772964,0.31723188762225396,0.0,0.0,0.0,0.05011954745872384,0.21769508862682316,0.023367352043815747,0.0,1.0,0.7088180118706373,235.4346909398068,served_v2_1|frozen_v2_1|t1r_analog|obrien|direct_gbm|climatology,5.671378610075668e-17,3.208955888892662e-5,false
2026,L1e,6,active_deepening,shallow,5277,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.18191362659648794,0.0,0.418086373403512,0.0,0.0,0.0,0.0321684006142286,0.3266018110091918,0.04122978837657965,0.0,0.9999999999999999,0.6,179.87523670583354,served_v2_1|t1r_analog|obrien|direct_gbm|climatology,4.0308330036608576e-17,0.002110703198729892,true
2026,L1e,6,active_deepening,moderate,5266,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.15750061255480496,0.0811769501666699,0.48774487532342503,0.0,0.03431752798143156,0.0,0.0,0.2358744509098055,0.0033855830638629663,0.0,0.9999999999999999,0.7264224380448999,202.85368346439432,served_v2_1|frozen_v2_1|t1r_analog|burton|direct_gbm|climatology,2.721756013999057e-16,0.0009009186301612998,false
2026,L1e,6,active_deepening,deep,625,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.29162606899294874,0.5317936802045302,0.0,0.008904461784966247,0.0,0.0,0.07566517113314121,0.0,0.09201061788441356,0.0,1.0,0.823419749197479,932.0156389545394,served_v2_1|frozen_v2_1|persistence|obrien|climatology,2.7184934124609402e-17,-2.7184934124609402e-17,false
2026,L1e,6,recovery,pooled,6544,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.3282232819236123,0.25260217278439834,0.0,0.0,0.0,0.0,0.1802825099709358,0.20861722393304663,0.011100266096017629,0.019174545291989347,1.0,0.6,176.4287683786166,served_v2_1|frozen_v2_1|obrien|direct_gbm|climatology|static_v2_2,1.5550880215950084e-16,0.002385814803108611,true
2026,L1e,6,recovery,moderate,5868,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.13418758826980487,0.0,0.0,0.0,0.02735164907330226,0.0,0.0,0.37264835092669774,0.0,0.46581241173019516,1.0,0.6000000000000001,139.9932272887305,served_v2_1|burton|direct_gbm|static_v2_2,7.936927849004683e-17,0.0009906866782808713,true
2026,L1e,6,recovery,deep,676,10,served_v2_1|frozen_v2_1|t1r_analog|persistence|burton|burton_full|obrien|direct_gbm|climatology|static_v2_2,0.103592855648348,0.5368798905566304,0.0,0.0,0.0,0.0,0.11988506655053924,0.0818901299986945,0.15775205724578784,0.0,1.0,0.6404727462049784,465.5538846360967,served_v2_1|frozen_v2_1|obrien|direct_gbm|climatology,4.53569565648781e-17,0.0026306039612965,false
